,Temp_LM75/oC,Temp_BME680/oC,Temp_NTC/oC,Pressure/kPa,Humidity/%,Time
396,21.96,34.48,32.62,99.06,38.28,2021-05-04 03:48:56
397,21.96,34.48,32.6,99.06,38.72,2021-05-04 03:49:37
398,21.96,34.47,32.55,99.06,38.96,2021-05-04 03:50:10
399,21.96,34.47,32.53,99.06,38.87,2021-05-04 03:50:44
400,21.96,34.45,32.62,99.06,38.66,2021-05-04 03:51:18
401,21.96,34.45,32.56,99.07,38.55,2021-05-04 03:51:51
402,21.96,34.44,32.6,99.07,38.3,2021-05-04 03:52:25
403,21.96,34.44,32.58,99.07,38.32,2021-05-04 03:52:59
404,21.96,34.42,32.55,99.07,38.59,2021-05-04 03:53:38
405,21.96,34.42,32.55,99.07,38.72,2021-05-04 03:54:12
406,21.96,34.41,32.58,99.06,38.81,2021-05-04 03:54:46
407,21.96,34.41,32.55,99.08,38.51,2021-05-04 03:55:19
408,21.96,34.4,32.55,99.07,38.43,2021-05-04 03:55:53
409,21.96,34.4,32.58,99.08,38.53,2021-05-04 03:56:27
410,21.96,34.39,32.58,99.07,38.42,2021-05-04 03:57:00
411,21.96,34.38,32.58,99.08,37.98,2021-05-04 03:57:44
412,21.96,34.38,32.56,99.09,38.22,2021-05-04 03:58:18
413,21.96,34.39,32.62,99.07,38.59,2021-05-04 03:58:52
414,21.96,34.38,32.51,99.07,38.18,2021-05-04 03:59:26
415,21.96,34.37,32.49,99.08,38.15,2021-05-04 03:59:59
416,21.96,34.37,32.47,99.06,38.0,2021-05-04 04:00:38
417,21.96,34.37,32.56,99.08,37.9,2021-05-04 04:01:12
418,21.96,34.37,32.51,99.08,38.55,2021-05-04 04:01:52
419,21.96,34.36,32.53,99.08,38.56,2021-05-04 04:02:26
420,21.96,34.35,32.51,99.08,38.07,2021-05-04 04:03:00
421,21.96,34.34,32.56,99.07,38.17,2021-05-04 04:03:38
422,21.96,34.35,32.51,99.09,38.4,2021-05-04 04:04:12
423,21.96,34.34,32.51,99.07,38.21,2021-05-04 04:04:47
424,21.96,34.34,32.47,99.08,38.42,2021-05-04 04:05:20
425,21.96,34.33,32.47,99.07,38.2,2021-05-04 04:05:55
426,21.96,34.33,32.49,99.08,38.07,2021-05-04 04:06:29
427,21.96,34.34,32.51,99.09,37.88,2021-05-04 04:07:03
428,21.96,34.32,32.47,99.07,37.7,2021-05-04 04:07:37
429,21.96,34.33,32.51,99.08,38.2,2021-05-04 04:08:13
430,21.96,34.32,32.49,99.08,38.58,2021-05-04 04:08:47
431,21.96,34.32,32.47,99.08,38.54,2021-05-04 04:09:21
432,21.96,34.31,32.49,99.08,38.06,2021-05-04 04:09:55
433,21.96,34.32,32.49,99.08,37.86,2021-05-04 04:10:31
434,21.96,34.31,32.49,99.08,38.27,2021-05-04 04:11:04
435,21.96,34.31,32.47,99.09,38.01,2021-05-04 04:11:38
436,21.96,34.3,32.51,99.08,37.94,2021-05-04 04:12:12
437,21.96,34.3,32.49,99.09,37.95,2021-05-04 04:12:46
438,21.96,34.3,32.49,99.08,37.98,2021-05-04 04:13:20
439,21.96,34.3,32.51,99.08,38.11,2021-05-04 04:13:54
440,21.96,34.29,32.47,99.08,38.25,2021-05-04 04:14:28
441,21.96,34.29,32.45,99.09,37.81,2021-05-04 04:15:02
442,21.96,34.29,32.49,99.09,37.74,2021-05-04 04:15:36
443,21.96,34.29,32.51,99.08,37.62,2021-05-04 04:16:10
444,21.96,34.28,32.43,99.08,37.74,2021-05-04 04:16:43
445,21.96,34.28,32.47,99.09,37.74,2021-05-04 04:17:28
446,21.96,34.28,32.51,99.09,37.93,2021-05-04 04:18:02
447,21.96,34.28,32.47,99.09,37.89,2021-05-04 04:18:36
448,21.96,34.27,32.45,99.09,37.85,2021-05-04 04:19:10
449,21.96,34.27,32.43,99.08,37.93,2021-05-04 04:19:44
450,21.96,34.26,32.41,99.09,37.68,2021-05-04 04:20:17
451,21.96,34.27,32.41,99.09,37.52,2021-05-04 04:20:51
452,21.96,34.27,32.45,99.09,37.78,2021-05-04 04:21:25
453,21.96,34.26,32.45,99.09,37.91,2021-05-04 04:21:58
454,22.46,34.26,32.43,99.09,38.11,2021-05-04 04:22:38
455,21.96,34.26,32.39,99.09,38.11,2021-05-04 04:23:11
456,21.96,34.25,32.36,99.1,37.92,2021-05-04 04:23:45
457,21.96,34.25,32.47,99.09,37.8,2021-05-04 04:24:19
458,22.46,34.25,32.41,99.09,37.59,2021-05-04 04:24:52
459,21.96,34.25,32.39,99.09,37.88,2021-05-04 04:25:26
460,21.96,34.25,32.41,99.09,37.64,2021-05-04 04:26:00
461,21.96,34.24,32.39,99.1,37.82,2021-05-04 04:26:34
462,21.96,34.24,32.41,99.09,38.0,2021-05-04 04:27:08
463,21.96,34.24,32.39,99.09,37.68,2021-05-04 04:27:42
464,21.96,34.23,32.43,99.09,37.55,2021-05-04 04:28:15
465,21.96,34.24,32.39,99.1,37.82,2021-05-04 04:28:49
466,21.96,34.24,32.41,99.1,37.79,2021-05-04 04:29:23
467,21.96,34.24,32.38,99.1,37.45,2021-05-04 04:29:57
468,21.96,34.24,32.38,99.1,37.56,2021-05-04 04:30:37
469,21.96,34.23,32.45,99.1,37.62,2021-05-04 04:31:10
470,21.96,34.25,32.39,99.1,37.98,2021-05-04 04:31:44
471,21.96,34.25,32.41,99.09,37.74,2021-05-04 04:32:18
472,21.96,34.25,32.41,99.11,37.97,2021-05-04 04:32:52
473,21.96,34.25,32.41,99.1,38.11,2021-05-04 04:33:25
474,21.96,34.25,32.41,99.1,37.75,2021-05-04 04:33:59
475,21.96,34.25,32.41,99.1,37.67,2021-05-04 04:34:38
476,21.96,34.25,32.41,99.1,37.5,2021-05-04 04:35:12
477,21.96,34.24,32.41,99.1,37.56,2021-05-04 04:35:45
478,21.96,34.25,32.39,99.1,37.62,2021-05-04 04:36:19
479,21.96,34.23,32.41,99.1,37.87,2021-05-04 04:36:53
480,21.96,34.24,32.41,99.1,38.02,2021-05-04 04:37:28
481,21.96,34.23,32.39,99.11,37.99,2021-05-04 04:38:02
482,21.96,34.24,32.39,99.1,37.84,2021-05-04 04:38:35
483,21.96,34.23,32.43,99.1,37.96,2021-05-04 04:39:09
484,21.96,34.24,32.41,99.1,37.95,2021-05-04 04:39:43
485,21.96,34.25,32.39,99.1,38.03,2021-05-04 04:40:17
486,21.96,34.26,32.45,99.1,38.33,2021-05-04 04:40:51
487,22.46,34.27,32.39,99.1,38.88,2021-05-04 04:41:24
488,21.96,34.28,32.39,99.1,39.18,2021-05-04 04:41:58
489,21.96,34.29,32.41,99.1,39.14,2021-05-04 04:42:37
490,21.96,34.31,32.41,99.11,38.8,2021-05-04 04:43:11
491,21.96,34.32,32.39,99.11,38.73,2021-05-04 04:43:45
492,21.96,34.34,32.41,99.11,38.88,2021-05-04 04:44:18
493,21.96,34.36,32.45,99.11,39.12,2021-05-04 04:44:52
494,21.96,34.38,32.51,99.11,39.24,2021-05-04 04:45:26
495,22.46,34.4,32.51,99.11,39.28,2021-05-04 04:46:00
496,21.96,34.41,32.51,99.11,39.11,2021-05-04 04:46:38
497,21.96,34.43,32.47,99.11,39.03,2021-05-04 04:47:12
498,21.96,34.44,32.47,99.11,39.09,2021-05-04 04:47:46
499,21.96,34.46,32.55,99.11,39.07,2021-05-04 04:48:19
500,21.96,34.47,32.53,99.11,39.1,2021-05-04 04:48:53
501,21.96,34.49,32.53,99.1,38.9,2021-05-04 04:49:27
502,21.96,34.5,32.51,99.11,38.99,2021-05-04 04:50:01
503,21.96,34.52,32.56,99.11,39.08,2021-05-04 04:50:35
504,21.96,34.52,32.58,99.11,39.24,2021-05-04 04:51:08
505,21.96,34.54,32.58,99.11,39.08,2021-05-04 04:51:54
506,21.96,34.55,32.53,99.11,39.17,2021-05-04 04:52:28
507,21.96,34.57,32.58,99.11,39.11,2021-05-04 04:53:01
508,21.96,34.57,32.6,99.1,39.22,2021-05-04 04:53:35
509,21.96,34.58,32.56,99.1,39.02,2021-05-04 04:54:09
510,21.96,34.58,32.6,99.1,39.0,2021-05-04 04:54:43
511,21.96,34.59,32.62,99.1,38.91,2021-05-04 04:55:17
512,21.96,34.59,32.6,99.1,38.77,2021-05-04 04:55:51
513,21.96,34.6,32.62,99.1,38.45,2021-05-04 04:56:24
514,21.96,34.59,32.62,99.1,38.44,2021-05-04 04:56:58
515,21.96,34.6,32.6,99.11,38.01,2021-05-04 04:57:36
516,21.96,34.6,32.62,99.11,38.39,2021-05-04 04:58:10
517,21.96,34.6,32.6,99.1,38.77,2021-05-04 04:58:44
518,21.96,34.59,32.62,99.1,38.65,2021-05-04 04:59:18
519,21.96,34.59,32.6,99.1,38.07,2021-05-04 04:59:52
520,21.96,34.59,32.62,99.1,38.63,2021-05-04 05:00:25
521,21.96,34.59,32.62,99.11,38.83,2021-05-04 05:00:59
522,21.96,34.59,32.6,99.11,39.04,2021-05-04 05:01:39
523,21.96,34.58,32.6,99.11,38.95,2021-05-04 05:02:13
524,21.96,34.57,32.6,99.11,38.68,2021-05-04 05:02:47
525,21.96,34.57,32.58,99.1,38.47,2021-05-04 05:03:20
526,21.96,34.55,32.6,99.1,38.41,2021-05-04 05:03:54
527,21.96,34.55,32.58,99.1,38.42,2021-05-04 05:04:28
528,21.96,34.55,32.6,99.11,38.59,2021-05-04 05:05:02
529,21.96,34.54,32.6,99.1,38.63,2021-05-04 05:05:36
530,21.96,34.53,32.6,99.1,38.85,2021-05-04 05:06:09
531,21.96,34.52,32.6,99.1,38.45,2021-05-04 05:06:43
532,21.96,34.51,32.6,99.1,38.41,2021-05-04 05:07:17
533,21.96,34.5,32.6,99.1,38.45,2021-05-04 05:07:50
534,21.96,34.49,32.58,99.09,38.17,2021-05-04 05:08:24
535,21.96,34.49,32.58,99.09,38.58,2021-05-04 05:08:58
536,21.96,34.47,32.55,99.09,38.13,2021-05-04 05:09:35
537,21.96,34.47,32.58,99.09,38.52,2021-05-04 05:10:09
538,21.96,34.45,32.55,99.09,38.68,2021-05-04 05:10:43
539,21.96,34.44,32.56,99.09,38.79,2021-05-04 05:11:17
540,21.96,34.44,32.56,99.09,38.94,2021-05-04 05:11:50
541,21.96,34.42,32.51,99.09,38.93,2021-05-04 05:12:24
542,21.96,34.41,32.55,99.09,38.86,2021-05-04 05:12:58
543,22.46,34.41,32.56,99.09,38.97,2021-05-04 05:13:37
544,22.46,34.4,32.51,99.09,38.67,2021-05-04 05:14:16
545,21.96,34.39,32.53,99.08,38.91,2021-05-04 05:14:49
546,21.96,34.39,32.53,99.09,38.93,2021-05-04 05:15:23
547,21.96,34.38,32.53,99.08,38.93,2021-05-04 05:15:57
548,21.96,34.38,32.51,99.08,38.99,2021-05-04 05:16:36
549,21.96,34.37,32.51,99.08,38.67,2021-05-04 05:17:10
550,21.96,34.37,32.47,99.09,38.27,2021-05-04 05:17:44
551,22.46,34.35,32.49,99.08,38.69,2021-05-04 05:18:18
552,21.96,34.34,32.53,99.08,38.64,2021-05-04 05:18:51
553,21.96,34.34,32.51,99.08,38.78,2021-05-04 05:19:26
554,21.96,34.33,32.51,99.08,38.57,2021-05-04 05:20:00
555,21.96,34.32,32.51,99.08,38.35,2021-05-04 05:20:34
556,21.96,34.31,32.51,99.08,38.67,2021-05-04 05:21:08
557,22.46,34.31,32.51,99.08,39.08,2021-05-04 05:21:42
558,21.96,34.3,32.49,99.08,38.82,2021-05-04 05:22:15
559,22.46,34.28,32.49,99.08,38.52,2021-05-04 05:22:49
560,21.96,34.27,32.47,99.08,38.35,2021-05-04 05:23:23
561,21.96,34.27,32.45,99.07,38.38,2021-05-04 05:23:57
562,21.96,34.26,32.43,99.08,38.29,2021-05-04 05:24:36
563,21.46,34.26,32.43,99.08,38.51,2021-05-04 05:25:10
564,21.96,34.26,32.49,99.08,39.01,2021-05-04 05:25:44
565,21.96,34.25,32.45,99.08,39.01,2021-05-04 05:26:30
566,21.96,34.24,32.43,99.08,38.46,2021-05-04 05:27:04
567,21.96,34.23,32.43,99.08,38.2,2021-05-04 05:27:42
568,21.96,34.23,32.39,99.08,38.51,2021-05-04 05:28:16
569,21.96,34.22,32.41,99.08,38.15,2021-05-04 05:28:50
570,21.96,34.22,32.41,99.07,38.43,2021-05-04 05:29:23
571,21.96,34.21,32.38,99.08,38.36,2021-05-04 05:29:57
572,21.96,34.21,32.41,99.08,38.09,2021-05-04 05:30:37
573,21.96,34.21,32.43,99.08,38.34,2021-05-04 05:31:11
574,21.96,34.2,32.43,99.08,38.09,2021-05-04 05:31:44
575,21.46,34.2,32.41,99.08,38.22,2021-05-04 05:32:18
576,21.96,34.19,32.41,99.09,37.98,2021-05-04 05:32:52
577,21.96,34.19,32.39,99.09,38.38,2021-05-04 05:33:26
578,21.46,34.18,32.38,99.09,38.79,2021-05-04 05:33:59
579,21.46,34.17,32.41,99.08,38.64,2021-05-04 05:34:34
580,21.46,34.17,32.39,99.08,38.65,2021-05-04 05:35:08
581,21.96,34.17,32.36,99.08,38.8,2021-05-04 05:35:41
582,21.46,34.16,32.38,99.08,38.19,2021-05-04 05:36:15
583,21.46,34.17,32.36,99.09,37.96,2021-05-04 05:36:49
584,21.96,34.16,32.34,99.08,38.35,2021-05-04 05:37:24
585,21.46,34.17,32.28,99.09,38.61,2021-05-04 05:37:57
586,21.46,34.15,32.39,99.09,38.54,2021-05-04 05:38:35
587,21.46,34.16,32.38,99.09,38.35,2021-05-04 05:39:09
588,21.46,34.15,32.36,99.08,38.75,2021-05-04 05:39:43
589,21.46,34.14,32.38,99.08,38.53,2021-05-04 05:40:17
590,21.96,34.14,32.32,99.08,38.18,2021-05-04 05:40:50
591,21.46,34.14,32.32,99.08,38.55,2021-05-04 05:41:24
592,21.46,34.14,32.36,99.09,38.51,2021-05-04 05:41:58
593,21.46,34.13,32.32,99.09,38.31,2021-05-04 05:42:38
594,21.96,34.12,32.32,99.08,38.13,2021-05-04 05:43:11
595,21.96,34.13,32.32,99.09,37.88,2021-05-04 05:43:45
596,21.96,34.13,32.32,99.09,37.77,2021-05-04 05:44:33
597,21.46,34.13,32.32,99.11,38.29,2021-05-04 05:45:07
598,21.46,34.13,32.34,99.11,38.27,2021-05-04 05:45:40
599,21.96,34.12,32.3,99.1,37.94,2021-05-04 05:46:14
600,21.96,34.12,32.36,99.1,38.19,2021-05-04 05:46:48
601,21.46,34.12,32.36,99.1,38.24,2021-05-04 05:47:22
602,21.46,34.11,32.32,99.1,38.46,2021-05-04 05:47:55
603,21.46,34.11,32.28,99.11,38.51,2021-05-04 05:48:30
604,21.96,34.11,32.26,99.1,38.35,2021-05-04 05:49:04
605,21.46,34.11,32.32,99.1,38.16,2021-05-04 05:49:37
606,21.46,34.1,32.26,99.09,38.43,2021-05-04 05:50:11
607,21.46,34.09,32.32,99.11,38.34,2021-05-04 05:50:45
608,21.46,34.09,32.3,99.1,38.25,2021-05-04 05:51:19
609,21.46,34.09,32.3,99.1,37.78,2021-05-04 05:51:52
610,21.46,34.09,32.3,99.1,38.12,2021-05-04 05:52:26
611,21.46,34.08,32.26,99.1,38.53,2021-05-04 05:53:00
612,21.46,34.08,32.26,99.1,38.79,2021-05-04 05:53:34
613,21.46,34.08,32.3,99.1,38.41,2021-05-04 05:54:08
614,21.46,34.07,32.32,99.1,38.38,2021-05-04 05:54:42
615,21.96,34.07,32.28,99.11,38.35,2021-05-04 05:55:16
616,21.96,34.07,32.26,99.1,38.28,2021-05-04 05:55:49
617,21.46,34.08,32.3,99.1,38.23,2021-05-04 05:56:23
618,21.96,34.07,32.28,99.11,38.42,2021-05-04 05:56:57
619,21.46,34.07,32.26,99.11,38.68,2021-05-04 05:57:36
620,21.46,34.07,32.3,99.11,38.37,2021-05-04 05:58:10
621,21.46,34.07,32.24,99.11,38.17,2021-05-04 05:58:44
622,21.46,34.08,32.24,99.11,38.15,2021-05-04 05:59:17
623,21.96,34.09,32.26,99.12,38.34,2021-05-04 05:59:51
624,21.46,34.1,32.26,99.12,38.62,2021-05-04 06:00:25
625,21.46,34.11,32.32,99.12,38.37,2021-05-04 06:01:11
626,21.46,34.12,32.3,99.12,38.35,2021-05-04 06:01:44
627,21.96,34.14,32.3,99.13,38.15,2021-05-04 06:02:18
628,21.46,34.15,32.34,99.12,38.09,2021-05-04 06:02:52
629,21.46,34.16,32.32,99.12,38.4,2021-05-04 06:03:26
630,21.46,34.18,32.28,99.13,38.89,2021-05-04 06:04:00
631,21.96,34.19,32.34,99.13,39.13,2021-05-04 06:04:39
632,21.46,34.2,32.34,99.13,39.14,2021-05-04 06:05:13
633,21.96,34.21,32.38,99.14,39.29,2021-05-04 06:05:47
634,21.46,34.23,32.34,99.14,39.63,2021-05-04 06:06:20
635,21.46,34.25,32.3,99.14,39.54,2021-05-04 06:06:54
636,21.96,34.26,32.39,99.14,39.51,2021-05-04 06:07:28
637,21.46,34.27,32.38,99.14,38.91,2021-05-04 06:08:02
638,21.96,34.28,32.39,99.14,39.04,2021-05-04 06:08:35
639,21.96,34.3,32.39,99.15,39.0,2021-05-04 06:09:10
640,21.46,34.3,32.39,99.14,38.85,2021-05-04 06:09:44
641,21.96,34.33,32.43,99.14,39.02,2021-05-04 06:10:17
642,21.96,34.34,32.41,99.15,39.09,2021-05-04 06:10:51
643,21.96,34.35,32.39,99.15,39.04,2021-05-04 06:11:25
644,21.46,34.36,32.41,99.15,38.73,2021-05-04 06:11:59
645,21.96,34.38,32.39,99.16,38.99,2021-05-04 06:12:38
646,21.46,34.39,32.41,99.16,38.68,2021-05-04 06:13:11
647,21.46,34.39,32.41,99.15,38.6,2021-05-04 06:13:45
648,21.46,34.4,32.47,99.15,38.46,2021-05-04 06:14:19
649,21.96,34.41,32.47,99.15,38.69,2021-05-04 06:14:53
650,21.46,34.41,32.51,99.17,38.7,2021-05-04 06:15:27
651,21.46,34.42,32.47,99.15,38.62,2021-05-04 06:16:01
652,21.46,34.42,32.47,99.15,38.59,2021-05-04 06:16:39
653,21.46,34.43,32.51,99.15,38.41,2021-05-04 06:17:13
654,21.46,34.42,32.47,99.15,38.23,2021-05-04 06:17:47
655,21.96,34.43,32.51,99.16,38.2,2021-05-04 06:18:20
656,21.46,34.42,32.49,99.17,38.54,2021-05-04 06:18:59
657,21.96,34.43,32.53,99.16,38.99,2021-05-04 06:19:39
658,21.46,34.43,32.49,99.16,38.94,2021-05-04 06:20:12
659,21.46,34.42,32.51,99.17,38.27,2021-05-04 06:20:46
660,21.96,34.42,32.51,99.17,38.35,2021-05-04 06:21:20
661,21.96,34.42,32.49,99.17,38.12,2021-05-04 06:21:54
662,21.96,34.42,32.51,99.17,38.13,2021-05-04 06:22:28
663,21.96,34.41,32.53,99.17,38.18,2021-05-04 06:23:02
664,21.46,34.41,32.53,99.17,38.49,2021-05-04 06:23:35
665,21.46,34.41,32.47,99.17,38.54,2021-05-04 06:24:09
666,21.96,34.4,32.49,99.17,38.17,2021-05-04 06:24:44
667,21.96,34.39,32.47,99.17,38.16,2021-05-04 06:25:19
668,21.96,34.38,32.49,99.17,38.46,2021-05-04 06:25:54
669,21.96,34.38,32.45,99.18,38.46,2021-05-04 06:26:28
670,21.46,34.37,32.43,99.18,38.27,2021-05-04 06:27:01
671,21.46,34.36,32.45,99.18,38.5,2021-05-04 06:27:35
672,21.46,34.35,32.45,99.19,38.04,2021-05-04 06:28:09
673,21.96,34.35,32.51,99.19,38.37,2021-05-04 06:28:42
674,21.46,34.34,32.41,99.18,38.76,2021-05-04 06:29:16
675,21.46,34.33,32.43,99.18,38.84,2021-05-04 06:29:50
676,21.46,34.32,32.43,99.19,38.8,2021-05-04 06:30:24
677,21.46,34.32,32.41,99.2,39.05,2021-05-04 06:30:57
678,21.46,34.3,32.41,99.19,39.16,2021-05-04 06:31:37
679,21.96,34.3,32.41,99.2,39.08,2021-05-04 06:32:11
680,21.96,34.29,32.39,99.18,38.96,2021-05-04 06:32:44
681,21.96,34.28,32.38,99.18,39.25,2021-05-04 06:33:18
682,21.96,34.28,32.41,99.19,39.37,2021-05-04 06:33:52
683,21.46,34.28,32.43,99.19,39.22,2021-05-04 06:34:26
684,21.46,34.27,32.38,99.19,39.29,2021-05-04 06:34:59
685,21.46,34.26,32.41,99.2,39.34,2021-05-04 06:35:50
686,21.46,34.25,32.41,99.19,39.34,2021-05-04 06:36:24
687,21.46,34.25,32.43,99.2,38.81,2021-05-04 06:36:57
688,21.96,34.25,32.45,99.2,38.39,2021-05-04 06:37:37
689,21.96,34.25,32.41,99.2,38.99,2021-05-04 06:38:10
690,21.46,34.25,32.39,99.2,38.95,2021-05-04 06:38:44
691,21.96,34.25,32.39,99.2,38.93,2021-05-04 06:39:18
692,21.96,34.24,32.36,99.2,38.67,2021-05-04 06:39:52
693,21.96,34.25,32.36,99.2,38.45,2021-05-04 06:40:26
694,21.96,34.24,32.38,99.2,38.9,2021-05-04 06:40:59
695,21.96,34.23,32.39,99.19,38.96,2021-05-04 06:41:38
696,21.96,34.23,32.41,99.19,39.06,2021-05-04 06:42:12
697,21.46,34.22,32.39,99.19,38.54,2021-05-04 06:42:46
698,21.96,34.22,32.39,99.21,38.7,2021-05-04 06:43:20
699,21.96,34.21,32.38,99.2,38.79,2021-05-04 06:43:53
700,21.96,34.21,32.36,99.2,39.0,2021-05-04 06:44:27
701,21.46,34.21,32.38,99.21,38.86,2021-05-04 06:45:01
702,21.96,34.21,32.36,99.2,38.71,2021-05-04 06:45:35
703,21.96,34.2,32.38,99.2,38.88,2021-05-04 06:46:08
704,21.96,34.19,32.38,99.21,38.93,2021-05-04 06:46:42
705,21.96,34.19,32.39,99.21,38.74,2021-05-04 06:47:16
706,21.46,34.18,32.34,99.21,38.39,2021-05-04 06:47:50
707,21.46,34.18,32.39,99.21,38.7,2021-05-04 06:48:24
708,21.96,34.18,32.34,99.21,38.65,2021-05-04 06:48:58
709,21.46,34.16,32.39,99.21,38.6,2021-05-04 06:49:37
710,21.46,34.16,32.3,99.21,38.76,2021-05-04 06:50:11
711,21.46,34.16,32.36,99.21,38.37,2021-05-04 06:50:45
712,21.46,34.16,32.34,99.21,38.34,2021-05-04 06:51:18
713,21.96,34.15,32.32,99.21,38.42,2021-05-04 06:51:52
714,21.96,34.14,32.32,99.21,38.02,2021-05-04 06:52:26
715,21.46,34.15,32.3,99.21,38.08,2021-05-04 06:53:00
716,21.46,34.14,32.32,99.21,38.59,2021-05-04 06:53:39
717,21.46,34.13,32.34,99.21,38.73,2021-05-04 06:54:12
718,21.46,34.13,32.3,99.21,38.85,2021-05-04 06:54:46
719,21.46,34.13,32.32,99.21,38.53,2021-05-04 06:55:20
720,21.46,34.13,32.32,99.21,38.56,2021-05-04 06:55:54
721,21.96,34.13,32.3,99.21,38.91,2021-05-04 06:56:33
722,21.46,34.13,32.3,99.21,39.06,2021-05-04 06:57:07
723,21.96,34.13,32.32,99.21,39.0,2021-05-04 06:57:40
724,21.46,34.12,32.34,99.21,38.85,2021-05-04 06:58:14
725,21.96,34.12,32.32,99.21,39.0,2021-05-04 06:58:48
726,21.46,34.12,32.3,99.21,38.46,2021-05-04 06:59:21
727,21.46,34.12,32.3,99.21,38.34,2021-05-04 06:59:55
728,21.46,34.12,32.32,99.21,38.03,2021-05-04 07:00:29
729,21.46,34.12,32.32,99.22,38.33,2021-05-04 07:01:03
730,21.96,34.12,32.32,99.21,38.13,2021-05-04 07:01:36
731,21.46,34.12,32.22,99.21,38.01,2021-05-04 07:02:10
732,21.96,34.12,32.3,99.22,37.99,2021-05-04 07:02:44
733,21.96,34.12,32.34,99.21,37.78,2021-05-04 07:03:18
734,21.96,34.13,32.26,99.22,37.79,2021-05-04 07:03:51
735,21.96,34.13,32.3,99.22,38.12,2021-05-04 07:04:25
736,21.96,34.12,32.3,99.23,38.38,2021-05-04 07:04:59
737,21.96,34.12,32.28,99.22,38.28,2021-05-04 07:05:38
738,21.46,34.11,32.32,99.21,37.96,2021-05-04 07:06:12
739,21.96,34.11,32.3,99.21,38.25,2021-05-04 07:06:46
740,21.96,34.1,32.26,99.22,38.4,2021-05-04 07:07:19
741,21.46,34.09,32.26,99.21,38.17,2021-05-04 07:07:53
742,21.96,34.08,32.28,99.22,38.01,2021-05-04 07:08:27
743,21.46,34.07,32.28,99.21,38.17,2021-05-04 07:09:01
744,21.46,34.07,32.3,99.22,37.99,2021-05-04 07:09:34
745,21.46,34.06,32.24,99.2,37.03,2021-05-04 07:10:20
746,21.46,34.07,32.24,99.21,36.49,2021-05-04 07:10:53
747,21.46,34.06,32.22,99.22,37.02,2021-05-04 07:11:27
748,21.46,34.05,32.2,99.22,37.02,2021-05-04 07:12:01
749,21.46,33.98,32.2,99.22,35.5,2021-05-04 07:12:35
750,21.96,33.94,32.22,99.22,36.28,2021-05-04 07:13:08
751,21.96,33.92,32.22,99.23,37.11,2021-05-04 07:13:42
752,21.46,33.89,32.19,99.22,37.17,2021-05-04 07:14:16
753,21.96,33.88,32.17,99.22,37.31,2021-05-04 07:14:49
754,21.96,33.89,32.09,99.23,36.97,2021-05-04 07:15:23
755,21.46,33.88,32.13,99.23,37.21,2021-05-04 07:15:57
756,21.46,33.89,32.07,99.23,37.38,2021-05-04 07:16:37
757,21.46,33.89,32.11,99.23,37.66,2021-05-04 07:17:15
758,21.96,33.88,32.13,99.23,38.1,2021-05-04 07:17:49
759,21.46,33.88,32.11,99.22,38.31,2021-05-04 07:18:23
760,21.96,33.88,32.13,99.23,36.33,2021-05-04 07:18:56
761,21.46,33.87,32.13,99.23,36.26,2021-05-04 07:19:34
762,21.96,33.89,32.13,99.23,36.22,2021-05-04 07:20:08
763,21.46,33.9,32.15,99.24,37.09,2021-05-04 07:20:42
764,21.96,33.9,32.15,99.23,39.48,2021-05-04 07:21:15
765,21.96,33.89,32.11,99.23,40.78,2021-05-04 07:21:49
766,21.96,33.87,32.09,99.24,40.08,2021-05-04 07:22:23
767,21.96,33.87,32.13,99.23,39.35,2021-05-04 07:22:57
768,21.96,33.87,32.09,99.24,39.39,2021-05-04 07:23:37
769,21.96,33.87,32.13,99.25,40.88,2021-05-04 07:24:10
770,21.96,33.87,32.11,99.24,41.24,2021-05-04 07:24:44
771,21.96,33.88,32.11,99.26,40.83,2021-05-04 07:25:18
772,21.96,33.89,32.13,99.25,40.77,2021-05-04 07:25:51
773,21.96,33.91,32.02,99.25,40.83,2021-05-04 07:26:25
774,21.96,33.93,32.13,99.26,39.72,2021-05-04 07:26:59
775,21.96,33.95,32.15,99.25,40.02,2021-05-04 07:27:34
776,21.96,33.96,32.13,99.26,42.06,2021-05-04 07:28:08
777,21.96,33.97,32.09,99.26,41.11,2021-05-04 07:28:41
778,21.96,34.0,32.11,99.26,39.8,2021-05-04 07:29:15
779,21.96,34.03,32.17,99.26,39.0,2021-05-04 07:29:49
780,21.96,34.07,32.13,99.25,38.16,2021-05-04 07:30:23
781,21.96,34.11,32.13,99.26,37.85,2021-05-04 07:30:57
782,21.96,34.16,32.2,99.27,37.56,2021-05-04 07:31:36
783,22.46,34.2,32.2,99.26,37.51,2021-05-04 07:32:10
784,21.96,34.24,32.26,99.25,37.35,2021-05-04 07:32:43
785,21.96,34.28,32.26,99.26,37.23,2021-05-04 07:33:17
786,21.96,34.33,32.24,99.26,37.26,2021-05-04 07:33:51
787,21.96,34.37,32.32,99.25,37.03,2021-05-04 07:34:25
788,21.96,34.4,32.32,99.26,36.82,2021-05-04 07:34:58
789,21.96,34.44,32.34,99.26,36.86,2021-05-04 07:35:37
790,21.96,34.48,32.36,99.27,36.7,2021-05-04 07:36:11
791,21.96,34.5,32.38,99.27,36.65,2021-05-04 07:36:45
792,21.96,34.53,32.45,99.27,36.87,2021-05-04 07:37:18
793,21.96,34.55,32.43,99.27,36.71,2021-05-04 07:37:52
